sentence,mdd,t_depth,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD,stopwords,result
"העמקה של תכניות לימודים בשפה, חשיבה חשבונית, במוסיקה ואומנות, בערכים סביבתיים ועוד.",13.36,21,11,12,68,5.667,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,6,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
חיזוק התפיסה הקהילתית וזמינות רבה יותר לשיתוף ההורים בתהליך החינוכי של ילדיהם.,9.38,19,11,12,66,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,4,10,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,1
למצות את הדין במלוא החומרה עם מבוגר או הורה אשר תקף מורה.,6.23,14,11,12,45,3.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,2,4,0,0,0,2,0,0,4,2,0,0,0,2,0,0,0,4,1
"על פי החוק, תקיפה חמורה דינה שלוש שנות מאסר.    ",5.8,10,8,9,34,3.778,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,1
התכניות מאפשרות למידה בינתחומית במקצועות מוגברים שבתי הספר או גופים מוכרים מפתחים בהנחיה ובליווי של המזכירות הפדגוגית.,13.61,29,16,17,101,5.941,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,10,10,2,4,0,2,0,0,2,0,0,2,0,0,0,0,0,2,1
"חוק חופש המידע מאפשר קבלת מידע, כפי שהוא מצוי במשרד בכל הקשור לפעילות המשרד בנושאים שבאחריותו.",13.58,28,15,16,77,4.812,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,8,0,6,0,8,0,0,2,0,0,6,2,0,2,0,0,1,1
בשנה הקרובה יפותחו ניסויים בכמה תחומי דעת ללמידה מקוונת ממירה בגרות.,9.1,18,10,11,57,5.182,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,8,6,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1
בחודשים הקרובים יצא קול קורא מפורט המזמין מורים וצוותי הוראה מהשטח לשלוח רעיונות והצעות המתאימות לרוח החממה ויכולתם להשתלב בה.,15.93,32,19,20,106,5.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,2,6,10,6,6,0,2,0,0,0,0,0,2,0,2,0,0,2,0,1
המעוניינים להציע חלופות – יפנו למפמר הרלוונטי לשם התייעצות וקבלת אישור.,6.92,14,10,11,59,5.364,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,2,2,6,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1
בשיתוף והובלת הגף העל יסודי במנהל הפדגוגי.,7.74,16,6,7,35,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,10,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1
"משרד החינוך ממשיך להרחיב את מגוון השירותים החינוכיים, הן כדי להעניק לתלמידים מעטפת חינוכית רחבה, והן כדי להקל את הנטל על ההורים. ",14.39,31,21,22,104,4.727,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,2,10,2,2,0,4,0,2,0,4,0,0,2,6,0,0,0,4,1
"יודגש שאת מסגרת הצהרון הבסיסית ניתן להרחיב, באמצעות הוספת פעילות בחגים והוספת חוגים נוספים.",9.77,20,13,14,76,5.429,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,2,6,2,0,0,6,0,0,0,2,0,2,0,2,0,0,2,1,1
הצהרונים של משרד החינוך הם בשורה של ממש להורים ולילדים.,9.21,18,9,10,45,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,8,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0
ארוחה חמה בסטנדרט גבוה.,1.69,4,3,4,19,4.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"צוות מקצועי איכותי שכולל גננת, סייעת, ובבתי הספר מדריך ורכז.",8.55,16,9,10,48,4.8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,2,2,4,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"חיסכון של מאות שקלים בחודש לכל משפחה, במסגרת איכותית ומפוקחת.",5.47,14,9,10,50,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"משרד החינוך יגבש ויפקח על רמת השירות, המענה החינוכי והסטנדרטים הפדגוגיים.",10.25,19,10,11,61,5.545,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,0,12,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,1
"ההתנדבות יכולה להיעשות בדרכים שונות, בכיתות ומחוצה להן, בסיוע לימודי, בהעשרה, בספרייה בבית הספר ובאופנים רבים נוספים.",14.68,33,16,17,96,5.647,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,8,18,6,4,0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,1
"עמותת ידיד לחינוך פועלת בשלושה עולמות: עולם החינוך, עולם הגמלאות ועולם ההתנדבות.",9.33,20,11,12,66,5.5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,8,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1
המתנדבים משולבים בבתי הספר בהתאם לתחום התעניינותם וכישוריהם.,6.31,13,7,8,52,6.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"הפעילות מתבצעת במסגרת פרטנית וקבוצתית, בתוך הכיתה ומחוצה לה.",7.51,15,8,9,50,5.556,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
פעילות ידיד לחינוך אף תורמת לעידוד ערך ההתנדבות ולהטמעת עמדות חיוביות וכבוד למבוגר בחברה.,11.93,24,13,14,75,5.357,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,10,6,4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1
"בידיד לחינוך פועלים אלפי גמלאים במאות בתי ספר ברחבי הארץ, בפריסה ארצית ובהיקף תרומה שנתי של מאות אלפי שעות של גמלאי וילד.",15.52,32,21,22,98,4.455,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,4,10,6,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,1
הפעילות נעשית בכיתות בזמן הלימודים.,4.5,10,4,5,30,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"תכנית דגל בתחום הכשרת מתנדבים, הכוללת למידה תיאורטית, חדשנות פדגוגית והתנסות יישומית.",8.73,17,11,12,71,5.917,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,4,0,2,2,0,8,0,0,0,0,0,2,0,0,0,0,0,0,1
עמותת שיעור אחר פועלת לקידום שוויון הזדמנויות ולעידוד מעורבות משמעותית של הציבור במערכת החינוך.,9.62,20,13,14,81,5.786,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,6,4,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,2,1
העמותה מזמנת מפגש בין מתנדבים ממגוון תחומי עיסוק לבין תלמידים בבתי ספר.,6.6,14,11,12,59,4.917,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,2,0,2,0,6,0,0,0,0,0,0,0,4,0,0,0,2,0
"התנועה מתאימה את מיזמי ההתנדבות כך שיתנו מענה לאתגרים של החברה הישראלית ויתנו למתנדבים מקום משמעותי במרכז החברה, ותחושת סיפוק.",17.41,34,19,20,105,5.25,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,4,8,14,4,2,0,6,0,2,0,2,0,2,0,0,0,0,0,3,1
למיזם פוטנציאל גדול לחיזוק קשרי הקהילה של בתי הספר ולמעורבות הציבור בנעשה במערכת החינוך.,12.12,25,13,14,74,5.286,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,10,10,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
"בבתי הספר יהיו רכזי חינוך חברתי, והם יהיו גורמי המקצוע אליהם ייפנו ההורים כדי להירשם לחוגים.",12.01,23,15,16,75,4.688,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,4,6,2,0,0,6,0,0,0,0,0,0,2,4,0,0,0,0,1
החוגים יתקיימו אחר שעות הלימודים.,3.42,7,4,5,28,5.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0
"כמו כן, ניתן יהיה להירשם ישירות באמצעות החברה למתנסים.",6.12,13,8,10,44,4.4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,2,4,0,0,0,0,0,2,0,0,0,0,2,4,0,0,2,3,0
"התכנית, חוג לכל ילד, נועדה לממש את המטרות החשובות הללו.",8.11,15,9,10,43,4.3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,6,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0
התכנית תחול על בתי הספר הרשמיים. ,4.14,9,5,6,26,4.333,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,6,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0
בכרטיס זה הם יוכלו לרכוש את השירותים החינוכיים שנדרשים להם.,6.86,14,9,10,49,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,0,2,0,0,0,0,0,2,0,2,4,2,0,0,2,4,0
"המהלך יחל במתכונת פיילוט, תוך בחינה והתאמת המענים.",5.61,13,7,8,41,5.125,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,4,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1
המשרד יפרסם בהמשך ובאופן מסודר את הפרטים המלאים בנושא זה. ,8.78,17,9,10,47,4.7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,6,6,2,4,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0
"התכנית מהווה מהלך חינוכי ראשון מסוגו, שכן לראשונה משרד החינוך מצמצם את סמכויותיו לטובת העברתם אל בתי הספר ואל הרשויות.",13.58,29,19,20,97,4.85,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,4,8,2,4,0,6,0,4,0,2,0,2,0,4,0,0,0,2,1
"אלה יחליטו אילו מענים מדויקים יש לתת לתלמידים, ואף לרכוש אותם באופן עצמאי. ",9.45,18,12,13,60,4.615,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,2,2,0,0,0,0,0,4,2,0,0,2,0,0,0,2,3,1
הם יוכלו לקדם באופן עצמאי יוזמות חינוכיות ולרכוש שירותי חינוך מעבר לאלה שיינתנו להם על ידי המשרד.,11,24,16,17,80,4.706,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,4,4,2,0,0,4,0,0,0,0,0,2,2,6,0,0,2,4,1
"מתכונת עבודה חדשה זו תעצים את היכולות של בתי הספר והרשויות ותאפשר להם לתת לתלמידים מענים מדויקים ומהירים, בהתאם לצרכים המשתנים שלהם.",17.07,35,21,22,109,4.955,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,6,6,10,6,0,0,6,0,0,0,2,0,0,2,2,0,0,0,3,1
היא תגדיל את האפקטיביות הבית ספרית ותעמיק את השותפות עם ההורים ואת מקומם בתוך הקהילה. ,11.09,22,14,15,70,4.667,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,0,10,4,2,0,0,0,0,0,6,0,0,2,4,0,0,0,6,1
המשרד אף יקים יחידת אנליטיקה שתבחן באופן שוטף את האפקטיביות של המענים הניתנים לתלמידים. ,10.31,22,13,14,73,5.214,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,4,8,0,2,0,2,0,0,2,2,0,4,0,0,0,0,0,3,1
מנהל בית הספר ינהל את כל תהליכי העבודה שלו באמצעות מערכת זו.,7.1,15,11,12,48,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,4,0,0,0,8,0,0,0,2,0,0,2,0,2,0,0,4,0
"המערכת תאפשר למנהל לצפות בתקציב השנתי שלו כבר היום, טרם פתיחת שנת הלימודים כדי לתכנן את שנת הלימודים הקרובה באופן מושכל, ובהתאם לצרכים, לאתגרים ולמשאבים שעומדים לרשותו. ",22.63,49,26,27,138,5.111,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,6,14,18,4,2,0,8,0,8,0,2,0,2,0,2,0,0,0,2,1
לצד הגמישות וחופש הפעולה תורחב אחריות המנהלים לעמידה ביעדים ולתוצאות החינוכיות הנדרשות מהם.,11.89,24,12,13,78,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,8,12,4,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,1
"מהלך זה יחזק את הגיבוי, יוסיף להם סמכויות ותקציב לניהול אפקטיבי ומיטבי, יאפשר להם לקדם פדגוגיה חדשנית, איכותית, מתקדמת ומותאמת לצרכים המשתנים והמגוונים של התלמידים בקהילה בה הם חיים.",23.51,49,28,29,149,5.138,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,10,10,10,8,2,0,6,0,0,0,2,0,0,6,4,0,0,0,6,1
"ובכלל, להתאים את התכניות למציאות המשתנה.",5.38,11,5,6,33,5.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,1,0
"רכישה של טאבלטים, מחשבים לתלמידים וציוד טכנולוגי מיוחד לתלמידים עם צרכים מיוחדים.",8.44,16,11,12,68,5.667,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,4,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0
הם נגזרת של מדד הטיפוח של בית הספר וגודל בית הספר.,7.48,15,10,11,39,3.545,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,6,2,2,0,6,0,0,0,0,0,0,2,0,0,0,0,3,1
ככל שבית הספר מוחלש יותר וגדול יותר הוא יקבל יותר תקציבים. ,6.76,11,10,11,47,4.273,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,2,2,0,0,2,0,6,2,0,0,0,2,0,0,0,0,4,0
"ככל שהרשות ובית הספר חלשים יותר, הם יקבלו תקציב גדול יותר. ",8.46,15,10,11,46,4.182,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,4,2,0,0,2,0,4,2,0,0,2,2,0,0,0,0,1,0
הנתונים משקפים תקציבי משרד החינוך והרשות.,4.86,10,5,6,35,5.833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
מחוז חיפה נערך לתרחיש רעידת אדמה.,3.16,6,5,6,27,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"לאחרונה התקיים במחוז חיפה תרגיל מוכנות לחירום, בדגש על רעידות אדמה, זאת לאחר שהתרגיל הארצי שתוכנן, לא יצא אל הפועל.",15.93,34,19,20,92,4.6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,6,10,0,0,2,4,0,4,0,0,0,4,2,6,0,0,0,4,1
רשאים לבקש את השירות מי שוויתרו על אזרחות ישראלית או הוכללו בהצהרת הוויתור של הוריהם.,9.45,20,14,15,70,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,2,4,0,0,0,2,0,0,2,2,2,2,0,2,0,0,2,5,1
"חשבתם לעשות בטורקיה ניתוח אסתטי או קיצור קיבה? זה אמנם זול ומהיר, אך עשרות ישראלים שחזרו משם נקלעו לסיבוכים, עד כדי סכנת חיים.",10.57,21,22,23,100,4.348,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,2,2,0,0,2,0,4,2,0,0,2,2,4,0,0,0,4,1
הסיבה המרכזית היא אי־ביצוע בדיקות מקדימות והיעדר מעקב אחרי ההליך.,8.22,16,9,11,54,4.909,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,6,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,1
בכנס שיערך במשך ארבעה ימים בישראל ישתתפו עיתונאים ואנשי תקשורת נוצריים מכל העולם.,9.15,19,12,13,68,5.231,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,6,4,2,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
"הפקח פונה לבית חולים, קיבל טיפול ושוחרר הביתה עם זעזוע מוח.",7.55,14,10,11,47,4.273,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,2,2,2,0,4,0,2,0,0,0,0,0,2,0,0,0,1,0
היערכות המשטרה ומידע לציבור לקראת טקס הארת העץ המרכזי בסמוך למעיין בעיר נצרת.,10.84,23,12,13,64,4.923,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,8,12,2,0,2,6,0,0,0,0,0,0,0,2,0,0,0,0,1
משרד הכלכלה והתעשייה שמח להודיע על כניסתם לתוקף של תקני מחזור פלסטיק ישראלים חדשים.,9.05,16,13,14,69,4.929,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,2,6,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,2,1
"התקנים החדשים יאפשרו שימוש בחומרים ממוחזרים שמקורם בפסולת פלסטיק, בהתאם לסטנדרט האירופי.",9.69,22,11,12,75,6.25,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,4,8,8,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1
שיתוף פעולה עם עמותת אור ירוק ארגנו פעילות לילדי וולפסון בסימן זהירות בדרכים.,7.93,17,12,13,64,4.923,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,6,2,0,0,2,8,0,0,0,0,0,0,0,2,0,0,0,1,1
הסיור הוא חלק מסדרת סיורים רחבה שמפיקה לעמ לחשיפת דוברי הממשלה לפעילות ענפי המשק והסברתם לציבור.,13.05,27,15,17,80,4.706,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,2,8,10,2,4,0,8,0,2,0,0,0,2,0,0,0,0,0,1,1
להלן פירוט תעריפי האגרות משכונות לשנת 2023 לידיעתכם.,5.81,13,7,8,44,5.5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,2,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1
צוות המדריכים שלנו כאן בשבילכם.,3.03,7,4,5,26,5.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0
שתי המדינות קיימו דיאלוג בין ממשלתי לדיון בסוגיות גלובליות ואזוריות.,7.17,14,9,10,58,5.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,4,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
המכרז השני של הדור החמישי בסלולר יוצא לדרך.,8.05,16,7,8,35,4.375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"במקום נמצאו שבעה כלבים במצב קשה, שסבלו מהזנחה והרעבה.",7.16,15,8,9,43,4.778,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,6,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
הכלבים פונו מהמקום והועברו למשרד החקלאות ופיתוח הכפר להמשך טיפול ושיקום.,10.27,20,10,11,61,5.545,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,6,8,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
בתום הוועדה הכלכלית המעורבת הראשונה בין המדינות סוכם על הידוק היחסים הכלכליים.,9.57,20,11,12,66,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,2,14,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0
יום הקרקע הבינלאומי חל ב5 לדצמבר.,4.44,9,5,6,27,4.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"כנגד החלטת רשות האוכלוסין וההגירה שלא לחדש את רישיונה ולדרוש את יציאתה מישראל, לאחר שנקבע על ידי עובד סוציאלי של הרשות כי העובדת אינה כשירה לעסוק בתחום הסיעוד.",19.36,41,27,28,130,4.643,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,2,4,10,4,0,2,8,2,2,2,4,0,4,0,6,0,0,0,5,1
נסיעות חינם לחיילות וחיילים בתחבורה הציבורית גם ללא מדים.,6.17,13,8,9,48,5.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,4,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0
"לאחרונה התקיים במחוז חיפה תרגיל מוכנות לחירום, בדגש על רעידות אדמה, זאת לאחר שהתרגיל הארצי שתוכנן, לא יצא אל הפועל",16.44,33,19,20,92,4.6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,6,10,0,0,2,4,0,4,0,0,0,4,2,6,0,0,0,4,1
"התמיכה היא חלק ממהלך רחב שמוביל משרד החקלאות לחיזוק החוסן האקלימי בישראל, ולטיפול בתופעות של פגיעה במשאב הקרקע על רקע שינויי האקלים.",18.61,38,21,22,109,4.955,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,10,16,2,2,0,12,0,0,0,0,0,2,0,2,0,0,0,3,1
מפעל בטון זלפה פעל שנים רבות בלא רישיון עסק בלב שכונת מגורים ביישוב זלפה שבמועצה האזורית מעלה עירון וגרם למפגעים.,13.75,30,19,20,93,4.65,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,4,10,6,2,0,6,10,0,2,0,0,0,2,0,2,0,0,0,0,1
"אחד השלבים החשובים ביותר בהכשרת רואה חשבון הינו ההתמחות המעשית, הנמשכת 24 חודשים.",9.9,20,12,13,67,5.154,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,8,0,2,0,4,0,2,0,0,0,2,0,0,0,0,0,0,1
על כל מי שהיה במגע או שבעלי החיים שברשותו באו במגע באזור האירוע עם בעל החיים הנגוע או בעל חיים משוטט בתאריכים המפורטים בהודעה לפנות בדחיפות ללשכת הבריאות הקרובה למקום מגוריו.,25.47,52,30,31,143,4.613,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,4,18,18,0,4,0,12,0,0,4,0,2,8,0,4,2,0,0,6,1
נחקרו כמה חשודים ונתפסו כלי עבודה ששימשו לביצוע העבירות.,6.04,13,8,9,47,5.222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,2,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0
זוהי הפעם השנייה שמשרד הבריאות מפרסם השנה אזהרה על כדורי הרזיה שהכילו חומרים מסוכנים ושצריכתם הובילה לאשפוזו של אדם.,13.25,27,18,19,97,5.105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,2,2,8,2,2,0,4,0,2,0,0,0,6,2,2,0,0,0,2,1
היום נערך בבית החייל בתל אביב ביוזמת ארגון נפש בנפש.,6.8,16,9,10,42,4.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,8,4,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0
במקום הוחזקו תשעה כלבים ללא תנאים בסיסיים למחייה.,5.5,12,7,8,41,5.125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"מממצאי החקירה עולה כי הם אינם מחוסנים ומעוקרים, וכולם על פי החשד שימשו למכירה.",11.59,23,13,14,63,4.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,6,4,4,0,4,0,0,2,0,0,2,4,2,0,0,0,3,1
הכלבים הועברו למתקן מוגן של משרד החקלאות להמשך טיפול ושיקום.,6.67,14,9,10,50,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,4,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
"היום, יום חמישי, אירחו נשיא המדינה יצחק הרצוג ושרת העלייה והקליטה פנינה תמנו שטה את זוכי פרס שרת העלייה והקליטה לעולים עבור תרומה מיוחדת לחברה ולמדינה לשנת 2022.",23.72,46,27,28,131,4.679,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,2,8,14,8,4,2,10,0,2,0,2,0,0,0,2,0,0,0,1,1
בחודשים האחרונים התקבלו תלונות מצד אנשים שנפלו קורבן למעשי הונאה מצד עבריינים שגונבים את המוצרים באמצעות זיוף העברות בנקאיות.,12.62,26,18,19,106,5.579,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,4,8,0,2,0,4,0,0,0,2,0,4,0,6,0,0,0,4,1
בלשי מרחב נתבג סיכלו ניסיון להבריח תכשיטי זהב בשווי מליוני שקלים.,5.97,12,10,12,54,4.5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,4,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
בגיל שנתיים וחצי אובחן פיוטר טוליבוב כחולה בתסמונת נפרוטית.,6.12,12,8,9,50,5.556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
מחלה כרונית שהפכה אותו לילד חולני והשפיעה על התפתחותו התקינה.,6.71,14,9,10,51,5.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,2,2,2,0,0,0,0,0,2,0,2,0,2,0,0,0,2,1
